stop_name,latitude,longitude,total_ons
BROWNSVILLE RD OPP NOBLES LN,40.4038,-79.99,1092.0
BROWNSVILLE RD OPP NOBLES LN,40.4038,-79.99,330.0
BROWNSVILLE RD OPP OVERBROOK BLVD,40.3893,-79.9854,107.0
BROWNSVILLE RD OPP OVERBROOK BLVD,40.3893,-79.9854,59.0
BROWNSVILLE RD OPP OVERBROOK BLVD,40.3893,-79.9854,726.0
BROWNSVILLE RD OPP OVERBROOK BLVD,40.3893,-79.9854,172.0
BROWNSVILLE RD OPP PARKFIELD ST,40.3912,-79.9865,197.0
BROWNSVILLE RD OPP PARKFIELD ST,40.3912,-79.9865,158.0
BROWNSVILLE RD OPP PARKFIELD ST,40.3912,-79.9865,2202.0
BROWNSVILLE RD OPP PARKFIELD ST,40.3912,-79.9865,234.0
BROWNSVILLE RD AT #2336,40.3882,-79.9848,11.0
BROWNSVILLE RD AT #2336,40.3882,-79.9848,15.0
BROWNSVILLE RD AT #2336,40.3882,-79.9848,165.0
BROWNSVILLE RD OPP THE BOULEVARD,40.4011,-79.9893,12.0
BROWNSVILLE RD OPP THE BOULEVARD,40.4011,-79.9893,5.0
BROWNSVILLE RD OPP THE BOULEVARD,40.4011,-79.9893,46.0
BROWNSVILLE RD OPP THE BOULEVARD,40.4011,-79.9893,10.0
CHURCHVIEW AVE OPP SANKEY AVE,40.3854,-79.9763,156.0
SPENCER AVE AT BEAU ST,40.3876,-79.9764,118.0
SPENCER AVE AT STEINER ST,40.3893,-79.9762,185.0
SPENCER AVE AT WATERMAN AVE FS,40.3915,-79.9764,37.0
SPENCER AVE AT CUSTER AVE,40.393,-79.9763,91.0
CUSTER AVE AT ST WENDELIN CHURCH,40.3933,-79.9743,63.0
AGNEW AVE AT BECKS RUN RD,40.397,-79.9786,14.0
AGNEW AVE AT BECKS RUN RD FS,40.3969,-79.9782,0.0
CUSTER AVE OPP SPENCER AVE,40.3931,-79.9762,7.0
SPENCER AVE AT MAKARY WAY,40.3919,-79.9764,4.0
SPENCER AVE AT ALMORA ST,40.39,-79.9763,7.0
SPENCER AVE OPP BEAU ST,40.3878,-79.9764,11.0
CHURCHVIEW AVE AT SANKEY AVE,40.3854,-79.9766,71.0
BALDWIN RD AT HOLY ANGEL SCHOOL,40.3877,-79.9326,0.0
BALDWIN RD AT HOLY ANGEL SCHOOL,40.3877,-79.9326,2.0
BALDWIN RD AT HOLY ANGEL SCHOOL,40.3877,-79.9326,4.0
BALDWIN RD AT GLASS RUN RD,40.3893,-79.9326,11.0
BALDWIN RD AT GLASS RUN RD,40.3893,-79.9326,6.0
BALDWIN RD AT GLASS RUN RD,40.3893,-79.9326,80.0
BALDWIN RD OPP RAMP ST,40.387,-79.9327,2.0
BALDWIN RD OPP RAMP ST,40.387,-79.9327,7.0
BALDWIN RD OPP RAMP ST,40.387,-79.9327,30.0
MIFFLIN RD AT HAYS SCHOOL,40.383,-79.93,5.0
MIFFLIN RD AT HAYS SCHOOL,40.383,-79.93,6.0
MIFFLIN RD AT HAYS SCHOOL,40.383,-79.93,30.0
MIFFLIN RD AT SLATE ST,40.3814,-79.9276,4.0
MIFFLIN RD AT SLATE ST,40.3814,-79.9276,4.0
MIFFLIN RD AT SLATE ST,40.3814,-79.9276,78.0
MIFFLIN RD AT #669,40.3819,-79.9285,0.0
MIFFLIN RD AT #669,40.3819,-79.9285,0.0
MIFFLIN RD AT #669,40.3819,-79.9285,9.0
MIFFLIN RD AT #605,40.3832,-79.9303,3.0
MIFFLIN RD AT #605,40.3832,-79.9303,4.0
MIFFLIN RD AT #605,40.3832,-79.9303,86.0
RAMP ST AT BALDWIN RD,40.3867,-79.9325,3.0
RAMP ST AT BALDWIN RD,40.3867,-79.9325,3.0
RAMP ST AT BALDWIN RD,40.3867,-79.9325,165.0
BALDWIN RD AT GLASS RUN RD FS,40.3893,-79.9327,0.0
BALDWIN RD AT GLASS RUN RD FS,40.3893,-79.9327,2.0
BALDWIN RD AT GLASS RUN RD FS,40.3893,-79.9327,0.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,0.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,46.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,40.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,11.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,276.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,35.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,290.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,25.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,11.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.403,-80.0022,235.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,15.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,0.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,6.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,2.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,69.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,7.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,73.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,9.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,2.0
SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,55.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,2.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,2.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,4.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,6.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,43.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,12.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,38.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,10.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,4.0
SOUTH BUSWAY AT SOUTH BANK,40.3925,-79.9984,25.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,70.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,4.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,27.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,38.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,342.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,22.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,225.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,30.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,42.0
SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,299.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,0.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,55.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,7.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,17.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,163.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,16.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,143.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,7.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,20.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3956,-79.9996,109.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,0.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,1.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,12.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,4.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,87.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,8.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,66.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,5.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,4.0
SOUTH BUSWAY AT EDGEBROOK SHELTER,40.4029,-80.0023,34.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,0.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,6.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,3.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,4.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,27.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,7.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,20.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,7.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,6.0
SOUTH BUSWAY OPP PIONEER AVE RAMP,40.4119,-80.0085,19.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,0.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,2.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,9.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,12.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,105.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,2.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,26.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,7.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,8.0
SOUTH BUSWAY AT WHITED ST SHELTER,40.3955,-79.9997,28.0
ALTMAR ST OPP REAMER ST,40.3915,-80.0002,0.0
ALTMAR ST OPP REAMER ST,40.3915,-80.0002,125.0
BROOKLINE BLVD AT CASTLEGATE AVE,40.395,-80.0218,0.0
BROOKLINE BLVD AT CASTLEGATE AVE,40.395,-80.0218,48.0
BROOKLINE BLVD AT FLATBUSH AVE,40.3937,-80.0198,32.0
BROOKLINE BLVD AT FLATBUSH AVE,40.3937,-80.0198,1299.0
BROOKLINE BLVD OPP FLATBUSH AVE,40.3937,-80.0201,4.0
BROOKLINE BLVD OPP FLATBUSH AVE,40.3937,-80.0201,26.0
BROOKLINE BLVD AT GREENCREST DR,40.3922,-80.0051,5.0
BROOKLINE BLVD AT GREENCREST DR,40.3922,-80.0051,175.0
BROOKLINE BLVD AT PIONEER AVE FS (#506),40.3959,-80.0231,2.0
BROOKLINE BLVD AT PIONEER AVE FS (#506),40.3959,-80.0231,117.0
BROOKLINE BLVD AT #1439,40.3925,-80.0071,1.0
BROOKLINE BLVD AT #1439,40.3925,-80.0071,150.0
BROOKLINE BLVD AT STEBBINS AVE,40.393,-80.0191,0.0
BROOKLINE BLVD AT STEBBINS AVE,40.393,-80.0191,22.0
BROOKLINE BLVD OPP ALTMAR ST,40.3911,-80.0005,0.0
BROOKLINE BLVD OPP ALTMAR ST,40.3911,-80.0005,2.0
BROOKLINE BLVD OPP BIRCHLAND ST,40.3923,-80.0095,0.0
BROOKLINE BLVD OPP BIRCHLAND ST,40.3923,-80.0095,17.0
BROOKLINE BLVD OPP BREINING ST,40.3924,-80.0108,14.0
BROOKLINE BLVD OPP BREINING ST,40.3924,-80.0108,555.0
BROOKLINE BLVD OPP CASTLEGATE AVE,40.3948,-80.0214,25.0
BROOKLINE BLVD OPP CASTLEGATE AVE,40.3948,-80.0214,935.0
BROOKLINE BLVD OPP GREENCREST DR,40.3924,-80.0054,1.0
BROOKLINE BLVD OPP GREENCREST DR,40.3924,-80.0054,14.0
BROOKLINE BLVD AT GLENARM AVE,40.3921,-80.0177,59.0
BROOKLINE BLVD AT GLENARM AVE,40.3921,-80.0177,2165.0
BROOKLINE BLVD OPP #1439,40.3924,-80.0075,0.0
BROOKLINE BLVD OPP #1439,40.3924,-80.0075,0.0
BROOKLINE BLVD OPP #1572,40.3912,-80.0031,0.0
BROOKLINE BLVD OPP #1572,40.3912,-80.0031,0.0
CHELTON AVE AT FREEDOM AVE,40.3884,-80.0127,1.0
CHELTON AVE AT FREEDOM AVE,40.3884,-80.0127,118.0
CHELTON AVE AT OAKRIDGE ST,40.3899,-80.0148,1.0
CHELTON AVE AT OAKRIDGE ST,40.3899,-80.0148,34.0
CHELTON AVE AT QUEENSBORO ST,40.3916,-80.0171,8.0
CHELTON AVE AT QUEENSBORO ST,40.3916,-80.0171,56.0
FREEDOM AVE AT CREEDMORE AVE FS,40.389,-80.0117,1.0
FREEDOM AVE AT CREEDMORE AVE FS,40.389,-80.0117,19.0
FREEDOM AVE AT MERRICK AVE,40.3901,-80.0105,1.0
FREEDOM AVE AT MERRICK AVE,40.3901,-80.0105,16.0
FREEDOM AVE AT WAREMAN AVE,40.3894,-80.0113,2.0
FREEDOM AVE AT WAREMAN AVE,40.3894,-80.0113,32.0
MERRICK AVE AT HOBSON ST,40.3896,-80.0096,1.0
MERRICK AVE AT HOBSON ST,40.3896,-80.0096,71.0
EBEN ST AT SHIRE PL,40.3885,-80.0082,0.0
EBEN ST AT SHIRE PL,40.3885,-80.0082,38.0
PIONEER AVE AT BELLAIRE AVE,40.3971,-80.0232,0.0
PIONEER AVE AT BELLAIRE AVE,40.3971,-80.0232,271.0
PIONEER AVE AT BELLBROOK ST,40.4011,-80.0185,12.0
PIONEER AVE AT BELLBROOK ST,40.4011,-80.0185,930.0
PIONEER AVE AT BELLE ISLE AVE FS,40.4,-80.0204,1.0
PIONEER AVE AT BELLE ISLE AVE FS,40.4,-80.0204,6.0
PIONEER AVE AT BERWIN AVE,40.3991,-80.0212,1.0
PIONEER AVE AT BERWIN AVE,40.3991,-80.0212,331.0
PIONEER AVE AT CRYSLER ST FS,40.4034,-80.0155,1.0
PIONEER AVE AT CRYSLER ST FS,40.4034,-80.0155,225.0
PIONEER AVE AT DUNSTER ST,40.4024,-80.0159,17.0
PIONEER AVE AT DUNSTER ST,40.4024,-80.0159,1217.0
PIONEER AVE AT GALLION AVE,40.3985,-80.0221,1.0
PIONEER AVE AT GALLION AVE,40.3985,-80.0221,188.0
PIONEER AVE AT METZ WAY,40.4001,-80.0202,5.0
PIONEER AVE AT METZ WAY,40.4001,-80.0202,275.0
PIONEER AVE AT NORTHCREST DR,40.4094,-80.0139,3.0
PIONEER AVE AT NORTHCREST DR,40.4094,-80.0139,110.0
PIONEER AVE AT ROSSMORE AVE,40.3979,-80.0228,0.0
PIONEER AVE AT ROSSMORE AVE,40.3979,-80.0228,134.0
PIONEER AVE AT SOUTHCREST DR,40.407,-80.015,17.0
PIONEER AVE AT SOUTHCREST DR,40.407,-80.015,418.0
PIONEER AVE AT STETSON ST,40.4057,-80.0151,0.0
PIONEER AVE AT STETSON ST,40.4057,-80.0151,40.0
PIONEER AVE OPP BELLBROOK ST,40.4012,-80.018,0.0
PIONEER AVE OPP BELLBROOK ST,40.4012,-80.018,14.0
PIONEER AVE OPP BERWIN AVE,40.3993,-80.0212,0.0
PIONEER AVE OPP BERWIN AVE,40.3993,-80.0212,2.0
PIONEER AVE OPP CRYSLER ST NS,40.4034,-80.0157,0.0
PIONEER AVE OPP CRYSLER ST NS,40.4034,-80.0157,68.0
PIONEER AVE OPP DUNSTER ST,40.4025,-80.0159,0.0
PIONEER AVE OPP DUNSTER ST,40.4025,-80.0159,61.0
PIONEER AVE OPP GALLION AVE,40.3985,-80.0221,0.0
PIONEER AVE OPP GALLION AVE,40.3985,-80.0221,6.0
PIONEER AVE OPP NORTHCREST DR,40.4095,-80.014,0.0
PIONEER AVE OPP NORTHCREST DR,40.4095,-80.014,7.0
PIONEER AVE OPP ROSSMORE AVE,40.3981,-80.0228,0.0
PIONEER AVE OPP ROSSMORE AVE,40.3981,-80.0228,1.0
PIONEER AVE OPP SOUTHCREST DR FS,40.4067,-80.0151,0.0
PIONEER AVE OPP SOUTHCREST DR FS,40.4067,-80.0151,18.0
PIONEER AVE OPP STETSON ST,40.4055,-80.015,13.0
PIONEER AVE OPP STETSON ST,40.4055,-80.015,302.0
PIONEER AVE RAMP AT PIONEER AVE,40.4119,-80.0091,7.0
PIONEER AVE RAMP AT PIONEER AVE,40.4119,-80.0091,67.0
PIONEER AVE RAMP AT SOUTH BUSWAY,40.4119,-80.0089,3.0
PIONEER AVE RAMP AT SOUTH BUSWAY,40.4119,-80.0089,239.0
BROOKLINE BLVD AT BELLAIRE PL,40.3922,-80.0129,7.0
BROOKLINE BLVD AT BELLAIRE PL,40.3922,-80.0129,401.0
BROOKLINE BLVD AT EDGEBROOK AVE,40.3921,-80.015,17.0
BROOKLINE BLVD AT EDGEBROOK AVE,40.3921,-80.015,598.0
REAMER ST AT #1555,40.3919,-80.0026,6.0
REAMER ST AT #1555,40.3919,-80.0026,102.0
WEST LIBERTY AVE AT BELLE ISLE AVE,40.4001,-80.0238,22.0
WEST LIBERTY AVE AT BELLE ISLE AVE,40.4001,-80.0238,11.0
WEST LIBERTY AVE AT BELLE ISLE AVE,40.4001,-80.0238,163.0
WEST LIBERTY AVE AT BROOKLINE BLVD FS,40.3985,-80.0258,46.0
WEST LIBERTY AVE AT BROOKLINE BLVD FS,40.3985,-80.0258,78.0
WEST LIBERTY AVE AT BROOKLINE BLVD FS,40.3985,-80.0258,396.0
WEST LIBERTY AVE AT CAPITAL AVE,40.4052,-80.0188,55.0
WEST LIBERTY AVE AT CAPITAL AVE,40.4052,-80.0188,42.0
WEST LIBERTY AVE AT CAPITAL AVE,40.4052,-80.0188,406.0
WEST LIBERTY AVE AT RAY AVE STEPS,40.4027,-80.0209,23.0
WEST LIBERTY AVE AT RAY AVE STEPS,40.4027,-80.0209,8.0
WEST LIBERTY AVE AT RAY AVE STEPS,40.4027,-80.0209,160.0
WEST LIBERTY AVE AT #2665,40.3975,-80.0285,0.0
WEST LIBERTY AVE AT #2665,40.3975,-80.0285,0.0
WEST LIBERTY AVE AT #2665,40.3975,-80.0285,4.0
WEST LIBERTY AVE AT #2666,40.3976,-80.0283,1.0
WEST LIBERTY AVE AT #2666,40.3976,-80.0283,1.0
WEST LIBERTY AVE AT #2666,40.3976,-80.0283,7.0
WEST LIBERTY AVE OPP CAPE MAY AVE,40.4083,-80.0178,10.0
WEST LIBERTY AVE OPP CAPE MAY AVE,40.4083,-80.0178,3.0
WEST LIBERTY AVE OPP CAPE MAY AVE,40.4083,-80.0178,96.0
WEST LIBERTY AVE AT BUSWAY ISLAND,40.4113,-80.0121,4.0
WEST LIBERTY AVE AT BUSWAY ISLAND,40.4113,-80.0121,0.0
WEST LIBERTY AVE AT BUSWAY ISLAND,40.4113,-80.0121,56.0
WEST LIBERTY AVE OPP PAULINE AVE,40.4016,-80.0222,4.0
WEST LIBERTY AVE OPP PAULINE AVE,40.4016,-80.0222,8.0
WEST LIBERTY AVE OPP PAULINE AVE,40.4016,-80.0222,116.0
BROOKLINE BLVD AT PIONEER AVE,40.3961,-80.0232,74.0
BROOKLINE BLVD AT PIONEER AVE,40.3961,-80.0232,1651.0
WEST LIBERTY AVE OPP BROOKSIDE AVE,40.4102,-80.0156,2.0
WEST LIBERTY AVE OPP BROOKSIDE AVE,40.4102,-80.0156,0.0
WEST LIBERTY AVE OPP BROOKSIDE AVE,40.4102,-80.0156,23.0
BEACON ST AT MUNHALL RD,40.4344,-79.9249,2.0
BEACON ST AT MUNHALL RD,40.4344,-79.9249,35.0
BEACON ST AT MURDOCH ST,40.4337,-79.9307,5.0
BEACON ST AT MURDOCH ST,40.4337,-79.9307,2.0
BEACON ST AT MURDOCH ST FS,40.4338,-79.9309,173.0
BEACON ST AT MURDOCH ST FS,40.4338,-79.9309,123.0
BEACON ST AT MURRAY AVE NS,40.4347,-79.9234,12.0
BEACON ST AT MURRAY AVE NS,40.4347,-79.9234,203.0
BEACON ST AT #5414,40.4335,-79.9325,3.0
BEACON ST AT #5414,40.4335,-79.9325,10.0
BEACON ST AT MURRAY AVE FS,40.4348,-79.9221,3.0
BEACON ST AT SHADY AVE,40.4353,-79.9191,33.0
BEACON ST AT WENDOVER ST,40.4339,-79.9292,1.0
BEACON ST AT WENDOVER ST,40.4339,-79.9292,35.0
BEACON ST AT WIGHTMAN ST,40.434,-79.928,3.0
BEACON ST AT WIGHTMAN ST,40.434,-79.928,43.0
BEACON ST OPP #5414,40.4336,-79.9321,5.0
BEACON ST OPP #5414,40.4336,-79.9321,5.0
BEACON ST OPP WENDOVER ST,40.434,-79.929,119.0
BEACON ST OPP WENDOVER ST,40.434,-79.929,455.0
BEECHWOOD BLVD AT DOUGLAS ST FS,40.4333,-79.9146,145.0
BEECHWOOD BLVD AT FORWARD AVE,40.428,-79.9161,70.0
BEECHWOOD BLVD AT NICHOLSON ST,40.4304,-79.9153,19.0
BEECHWOOD BLVD AT CROMBIE ST FS,40.4309,-79.9152,40.0
BEECHWOOD BLVD AT PHILLIPS AVE FS,40.4325,-79.9152,29.0
BEECHWOOD BLVD AT #2530,40.4293,-79.9156,13.0
BEECHWOOD BLVD AT TILBURY AVE,40.4266,-79.9191,139.0
BEECHWOOD BLVD AT TILBURY AVE,40.4266,-79.9191,80.0
BEECHWOOD BLVD OPP FOREST GLEN RD,40.4343,-79.9122,11.0
BEECHWOOD BLVD OPP ANITA AVE (MONITOR ST),40.4262,-79.9168,79.0
BEECHWOOD BLVD OPP ANITA AVE (MONITOR ST),40.4262,-79.9168,5.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,48.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,152.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,31.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,21.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,147.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,55.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,42.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,409.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,57.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,42.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,685.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,50.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,50.0
BROWNS HILL RD AT PARKVIEW BLVD FS,40.4141,-79.923,440.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,6.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,26.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,34.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,19.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,206.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,37.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,25.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,236.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,27.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,18.0
BROWNS HILL RD OPP IMOGENE RD,40.4153,-79.9246,115.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,31.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,80.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,10.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,7.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,58.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,57.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,63.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,259.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,24.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,17.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,77.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,22.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,16.0
BROWNS HILL RD OPP PARKVIEW BLVD,40.4139,-79.923,56.0
DARLINGTON RD AT BEACON ST,40.4362,-79.9138,23.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,4.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,4.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,25.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,2.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,2.0
FORBES AVE AT BEECHWOOD BLVD,40.438,-79.9164,15.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,12.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,3.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,43.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,7.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,3.0
FORBES AVE AT DALLAS AVE,40.438,-79.9132,46.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,16.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,9.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,94.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,3.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,1.0
FORBES AVE AT DENNISTON ST,40.438,-79.9181,66.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,6.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,5.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,53.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,11.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,7.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,99.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,7.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,5.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,76.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,19.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,8.0
FORBES AVE AT MURDOCH ST,40.4378,-79.9308,114.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,474.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,460.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,2746.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,303.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,264.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,1973.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,393.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,335.0
FORBES AVE AT MURRAY AVE,40.438,-79.9232,2071.0
